state,date,vaccination_rate,people_fully_vaccinated,population
Kansas,2021-09-09,52.268756474585295,1522753,2913314
Kansas,2021-09-10,52.417075536656874,1527074,2913314
Kansas,2021-09-11,52.49169845749548,1529248,2913314
Kansas,2021-09-12,52.532476760143254,1530436,2913314
Kansas,2021-09-13,52.633804663692274,1533388,2913314
Kansas,2021-09-14,52.73170005018339,1536240,2913314
Kansas,2021-09-15,52.834503936067314,1539235,2913314
Kansas,2021-09-16,52.94808592551301,1542544,2913314
Kansas,2021-09-17,53.09273219433264,1546758,2913314
Kansas,2021-09-18,53.15815596945609,1548664,2913314
Kansas,2021-09-19,53.19979240136834,1549877,2913314
Kansas,2021-09-20,53.29312254017247,1552596,2913314
Kansas,2021-09-21,53.38202473197191,1555186,2913314
Kansas,2021-09-22,53.48424508995598,1558164,2913314
Kansas,2021-09-23,53.5852297417992,1561106,2913314
Kansas,2021-09-24,53.71631756824016,1564925,2913314
Kansas,2021-09-25,53.77535686163593,1566645,2913314
Kansas,2021-09-26,53.808480651244594,1567610,2913314
Kansas,2021-09-27,53.86800049702847,1569344,2913314
Kansas,2021-09-28,53.943790473666766,1571552,2913314
Kansas,2021-09-29,54.02356217009221,1573876,2913314
Kansas,2021-09-30,54.114661172808695,1576530,2913314
Kansas,2021-10-01,54.22783126020745,1579827,2913314
Kansas,2021-10-02,54.27698490447648,1581259,2913314
Kansas,2021-10-03,54.30811783419157,1582166,2913314
Kansas,2021-10-04,54.37350728414445,1584071,2913314
Kansas,2021-10-05,54.43917133546196,1585984,2913314
Kansas,2021-10-06,54.508336554178506,1587999,2913314
Kansas,2021-10-07,54.58206702058206,1590147,2913314
Kansas,2021-10-08,54.66825752390576,1592658,2913314
Kansas,2021-10-09,54.70704496665996,1593788,2913314
Kansas,2021-10-10,54.72870414929527,1594419,2913314
Kansas,2021-10-11,54.78365874739215,1596020,2913314
Kansas,2021-10-12,54.83981472645928,1597656,2913314
Kansas,2021-10-13,54.89895699536679,1599379,2913314
Kansas,2021-10-14,54.9631450643494,1601249,2913314
Kansas,2021-10-15,55.040513998834314,1603503,2913314
Kansas,2021-10-16,55.07518242111904,1604513,2913314
Kansas,2021-10-17,55.09224203089678,1605010,2913314
Kansas,2021-10-18,55.14637282489976,1606587,2913314
Kansas,2021-10-19,55.194736990245474,1607996,2913314
Kansas,2021-10-20,55.24780370396051,1609542,2913314
Kansas,2021-10-21,55.30279262722796,1611144,2913314
Kansas,2021-10-22,55.376008216072826,1613277,2913314
Kansas,2021-10-23,55.40611139067055,1614154,2913314
Kansas,2021-10-24,55.423102350107136,1614649,2913314
Kansas,2021-10-25,55.47898372780964,1616277,2913314
Kansas,2021-10-26,55.53122663743078,1617799,2913314
Kansas,2021-10-27,55.58707368996271,1619426,2913314
Kansas,2021-10-28,55.65249746508615,1621332,2913314
Kansas,2021-10-29,55.72337894233166,1623397,2913314
Kansas,2021-10-30,55.75104502981828,1624203,2913314
Kansas,2021-10-31,55.76601080419069,1624639,2913314
Kansas,2021-11-01,55.81609122806535,1626098,2913314
Kansas,2021-11-02,55.869295242462705,1627648,2913314
Kansas,2021-11-03,55.920954624184006,1629153,2913314
Kansas,2021-11-04,55.98263695571435,1630950,2913314
Kansas,2021-11-05,56.05643607245906,1633100,2913314
Kansas,2021-11-06,56.09045231650279,1634091,2913314
Kansas,2021-11-07,56.10720299974531,1634579,2913314
Kansas,2021-11-08,56.15982348624281,1636112,2913314
Kansas,2021-11-09,56.20698627061827,1637486,2913314
Kansas,2021-11-10,56.256277215569625,1638922,2913314
Kansas,2021-11-11,56.301311839369184,1640234,2913314
Kansas,2021-11-12,56.3682459219981,1642184,2913314
Kansas,2021-11-13,56.3936808733971,1642925,2913314
Kansas,2021-11-14,56.40723931577578,1643320,2913314
Kansas,2021-11-15,56.4573883899916,1644781,2913314
Kansas,2021-11-16,56.50832694313075,1646265,2913314
Kansas,2021-11-17,56.56335019156877,1647868,2913314
Kansas,2021-11-18,56.62190893257644,1649574,2913314
Kansas,2021-11-19,56.69357988874526,1651662,2913314
Kansas,2021-11-20,56.72306521027256,1652521,2913314
Kansas,2021-11-21,56.737241505721656,1652934,2913314
Kansas,2021-11-22,56.79277963171838,1654552,2913314
Kansas,2021-11-23,56.85593794558363,1656392,2913314
Kansas,2021-11-24,56.908764383104604,1657931,2913314
Kansas,2021-11-25,56.909450886516176,1657951,2913314
Kansas,2021-11-26,56.95548094026254,1659292,2913314
Kansas,2021-11-27,57.02759812364887,1661393,2913314
Kansas,2021-11-28,57.0601383853577,1662341,2913314
Kansas,2021-11-29,57.17742749322593,1665758,2913314
Kansas,2021-11-30,57.28510555333205,1668895,2913314
Kansas,2021-12-01,57.40665098235206,1672436,2913314
Kansas,2021-12-02,57.53259003320616,1676105,2913314
Kansas,2021-12-03,57.69474213902106,1680829,2913314
Kansas,2021-12-04,57.81498321155907,1684332,2913314
Kansas,2021-12-05,57.843438777969006,1685161,2913314
Kansas,2021-12-06,57.93560186097345,1687846,2913314
Kansas,2021-12-07,58.03284506922357,1690679,2913314
Kansas,2021-12-08,58.1364384340308,1693697,2913314
Kansas,2021-12-09,58.23786931309155,1696652,2913314
Kansas,2021-12-10,58.358796889041145,1700175,2913314
Kansas,2021-12-11,58.44073107121306,1702562,2913314
Kansas,2021-12-12,58.466818200853055,1703322,2913314
Kansas,2021-12-13,58.54247087680903,1705526,2913314
Kansas,2021-12-14,58.62553778961005,1707946,2913314
Kansas,2021-12-15,58.70287239892439,1710199,2913314
Kansas,2021-12-16,58.756762916733315,1711769,2913314
Kansas,2021-12-17,58.84319369625107,1714287,2913314
Kansas,2021-12-18,58.87696966410074,1715271,2913314
Kansas,2021-12-19,58.894338200413685,1715777,2913314
Kansas,2021-12-20,58.966798635505825,1717888,2913314
Kansas,2021-12-21,59.039945574009536,1720019,2913314
Kansas,2021-12-22,59.11419091797177,1722182,2913314
Kansas,2021-12-23,59.16657112827522,1723708,2913314
Kansas,2021-12-24,59.181983129865166,1724157,2913314
Kansas,2021-12-25,59.18229205640038,1724166,2913314
Kansas,2021-12-26,59.20127387573052,1724719,2913314
Kansas,2021-12-27,59.26988989171782,1726718,2913314
Kansas,2021-12-28,59.342590603004,1728836,2913314
Kansas,2021-12-29,59.410657416262026,1730819,2913314
Kansas,2021-12-30,59.47961668395511,1732828,2913314
Kansas,2021-12-31,59.50697384490652,1733625,2913314
Kansas,2022-01-01,59.51195099464047,1733770,2913314
Kansas,2022-01-02,59.52880465339473,1734261,2913314
Kansas,2022-01-03,59.587603670596444,1735974,2913314
Kansas,2022-01-04,59.64921735178563,1737769,2913314
Kansas,2022-01-05,59.70650606148187,1739438,2913314
Kansas,2022-01-06,59.7636574704958,1741103,2913314
Kansas,2022-01-07,59.843394841750666,1743426,2913314
Kansas,2022-01-08,59.88949354583818,1744769,2913314
Kansas,2022-01-09,59.90600395288664,1745250,2913314
Kansas,2022-01-10,59.962709134683045,1746902,2913314
Kansas,2022-01-11,60.01886511375019,1748538,2913314
Kansas,2022-01-12,60.075261369011365,1750181,2913314
Kansas,2022-01-13,60.126302897662256,1751668,2913314
Kansas,2022-01-14,60.18335133116444,1753330,2913314
Kansas,2022-01-15,60.19986173821291,1753811,2913314
Kansas,2022-01-16,60.21273367718001,1754186,2913314
Kansas,2022-01-17,60.2536492805101,1755378,2913314
Kansas,2022-01-18,60.30630409217819,1756912,2913314
Kansas,2022-01-19,60.35518313508259,1758336,2913314
Kansas,2022-01-20,60.40495463242205,1759786,2913314
Kansas,2022-01-21,60.46183144007134,1761443,2913314
Kansas,2022-01-22,60.48383387441244,1762084,2913314
Kansas,2022-01-23,60.49821612088502,1762503,2913314
Kansas,2022-01-24,60.541259884790996,1763757,2913314
Kansas,2022-01-25,60.58976135081904,1765170,2913314
Kansas,2022-01-26,60.63767928894722,1766566,2913314
Kansas,2022-01-27,60.68885811828042,1768057,2913314
Kansas,2022-01-28,60.75730250841481,1770051,2913314
Kansas,2022-01-29,60.783183687031325,1770805,2913314
Kansas,2022-01-30,60.79571237429264,1771170,2913314
Kansas,2022-01-31,60.833470061929475,1772270,2913314
Kansas,2022-02-01,60.876273549641404,1773517,2913314
Kansas,2022-02-02,60.89625079891835,1774099,2913314
Kansas,2022-02-03,60.93109084705597,1775114,2913314
Kansas,2022-02-04,60.996137045303044,1777009,2913314
Kansas,2022-02-05,61.023253930060406,1777799,2913314
Kansas,2022-02-06,61.0371212989743,1778203,2913314
Kansas,2022-02-07,61.07216729813539,1779224,2913314
Kansas,2022-02-08,61.110611489183796,1780344,2913314
Kansas,2022-02-09,61.152316571437204,1781559,2913314
Kansas,2022-02-10,61.19862122654819,1782908,2913314
Kansas,2022-02-11,61.25608156209732,1784582,2913314
Kansas,2022-02-12,61.27828994746189,1785229,2913314
Kansas,2022-02-13,61.28899940068252,1785541,2913314
Kansas,2022-02-14,61.31120778604709,1786188,2913314
Kansas,2022-02-15,61.33925145041008,1787005,2913314
Kansas,2022-02-16,61.3696978767136,1787892,2913314
Kansas,2022-02-17,61.385041227962375,1788339,2913314
Kansas,2022-02-18,61.42664333470405,1789551,2913314
Kansas,2022-02-19,61.44322239209367,1790034,2913314
Kansas,2022-02-20,61.45156340854436,1790277,2913314
Kansas,2022-02-21,61.47332556669141,1790911,2913314
Kansas,2022-02-22,61.496701007855656,1791592,2913314
Kansas,2022-02-23,61.52028240004339,1792279,2913314
Kansas,2022-02-24,61.54523679905427,1793006,2913314
Kansas,2022-02-25,61.57897844173337,1793989,2913314
Kansas,2022-02-26,61.5919533562122,1794367,2913314
Kansas,2022-02-27,61.59789161072236,1794540,2913314
Kansas,2022-02-28,61.61371551435925,1795001,2913314
Kansas,2022-03-01,61.63101540033104,1795505,2913314
Kansas,2022-03-02,61.64742283186776,1795983,2913314
Kansas,2022-03-03,61.66777765802107,1796576,2913314
Kansas,2022-03-04,61.69551239584885,1797384,2913314
Kansas,2022-03-05,61.705638321169644,1797679,2913314
Kansas,2022-03-06,61.7104095198801,1797818,2913314
Kansas,2022-03-07,61.72537529425253,1798254,2913314
Kansas,2022-03-08,61.73810993253731,1798625,2913314
Kansas,2022-03-09,61.756439573626466,1799159,2913314
Kansas,2022-03-10,61.76889961054661,1799522,2913314
Kansas,2022-03-11,61.79093637005829,1800164,2913314
Kansas,2022-03-12,61.798831159291446,1800394,2913314
Kansas,2022-03-13,61.8025039525434,1800501,2913314
Kansas,2022-03-14,61.814758038440075,1800858,2913314
Kansas,2022-03-15,61.83037599105349,1801313,2913314
Kansas,2022-03-16,61.845101489231844,1801742,2913314
Kansas,2022-03-17,61.85931210985153,1802156,2913314
Kansas,2022-03-18,61.87606279309406,1802644,2913314
Kansas,2022-03-19,61.881966722433624,1802816,2913314
Kansas,2022-03-20,61.88512463812689,1802908,2913314
Kansas,2022-03-21,61.89641761924736,1803237,2913314
Kansas,2022-03-22,61.90705842212682,1803547,2913314
Kansas,2022-03-23,61.91876330529424,1803888,2913314
Kansas,2022-03-24,61.93129199255556,1804253,2913314
Kansas,2022-03-25,61.94570856419871,1804673,2913314
Kansas,2022-03-26,61.9517497942206,1804849,2913314
Kansas,2022-03-27,61.95418688133171,1804920,2913314
Kansas,2022-03-28,61.96372927875265,1805198,2913314
Kansas,2022-03-29,61.97210462037391,1805442,2913314
Kansas,2022-03-30,61.98779122332848,1805899,2913314
Kansas,2022-03-31,62.00931310528147,1806526,2913314
Kansas,2022-04-01,62.035056983215675,1807276,2913314
Kansas,2022-04-02,62.04761999564757,1807642,2913314
Kansas,2022-04-03,62.05328364879309,1807807,2913314
Kansas,2022-04-04,62.0705492095943,1808310,2913314
Kansas,2022-04-05,62.08657906425466,1808777,2913314
Kansas,2022-04-06,62.1045997788086,1809302,2913314
Kansas,2022-04-07,62.1235129477976,1809853,2913314
Kansas,2022-04-08,62.147437591691116,1810550,2913314
Kansas,2022-04-09,62.15656808706511,1810816,2913314
Kansas,2022-04-10,62.16144226128731,1810958,2913314
Kansas,2022-04-11,62.178913773112,1811467,2913314
Kansas,2022-04-12,62.19600770806031,1811965,2913314
Kansas,2022-04-13,62.214131398125986,1812493,2913314
Kansas,2022-04-14,62.23222076302108,1813020,2913314
Kansas,2022-04-15,62.25295316605076,1813624,2913314
Kansas,2022-04-16,62.260985255966226,1813858,2913314
Kansas,2022-04-17,62.262358262789384,1813898,2913314
Kansas,2022-04-18,62.28061925353738,1814430,2913314
Kansas,2022-04-19,62.298090765362055,1814939,2913314
Kansas,2022-04-20,62.31405196968126,1815404,2913314
Kansas,2022-04-21,62.33045940121799,1815882,2913314
Kansas,2022-04-22,62.34995609810683,1816450,2913314
Kansas,2022-04-23,62.357130058757825,1816659,2913314
Kansas,2022-04-24,62.36162665610367,1816790,2913314
Kansas,2022-04-25,62.37621485359971,1817215,2913314
Kansas,2022-04-26,62.38881219120218,1817582,2913314
Kansas,2022-04-27,62.40302281182186,1817996,2913314
Kansas,2022-04-28,62.418125886876595,1818436,2913314
Kansas,2022-04-29,62.43570037421301,1818948,2913314
Kansas,2022-04-30,62.44335488725211,1819171,2913314
Kansas,2022-05-01,62.44747390772159,1819291,2913314
Kansas,2022-05-02,62.458011735089315,1819598,2913314
Kansas,2022-05-03,62.473698338043896,1820055,2913314
Kansas,2022-05-04,62.48701650422852,1820443,2913314
Kansas,2022-05-05,62.50229120513614,1820888,2913314
Kansas,2022-05-06,62.51866431150229,1821365,2913314
Kansas,2022-05-07,62.52381308708914,1821515,2913314
Kansas,2022-05-08,62.52618152385908,1821584,2913314
Kansas,2022-05-09,62.538504260096914,1821943,2913314
Kansas,2022-05-10,62.552062702475595,1822338,2913314
Kansas,2022-05-11,62.56534654348965,1822725,2913314
Kansas,2022-05-12,62.5799347409857,1823150,2913314
Kansas,2022-05-13,62.59596459564606,1823617,2913314
Kansas,2022-05-14,62.6024177277149,1823805,2913314
Kansas,2022-05-15,62.60571294409048,1823901,2913314
Kansas,2022-05-16,62.61652537282284,1824216,2913314
Kansas,2022-05-17,62.62805863013736,1824552,2913314
Kansas,2022-05-18,62.64062164256925,1824918,2913314
Kansas,2022-05-19,62.6563425706944,1825376,2913314
Kansas,2022-05-20,62.670690491996396,1825794,2913314
Kansas,2022-05-21,62.678653931570715,1826026,2913314
Kansas,2022-05-22,62.68249835067555,1826138,2913314
Kansas,2022-05-23,62.695438939983816,1826515,2913314
Kansas,2022-05-24,62.70982118645638,1826934,2913314
Kansas,2022-05-25,62.72279610093522,1827312,2913314
Kansas,2022-05-26,62.73786485081938,1827751,2913314
Kansas,2022-05-27,62.75207547143905,1828165,2913314
Kansas,2022-05-28,62.75729289736706,1828317,2913314
Kansas,2022-05-29,62.760038911013375,1828397,2913314
Kansas,2022-05-30,62.760965690618995,1828424,2913314
Kansas,2022-05-31,62.77346005270973,1828788,2913314
Kansas,2022-06-01,62.7858857644593,1829150,2913314
Kansas,2022-06-02,62.79735037143267,1829484,2913314
Kansas,2022-06-03,62.81211019478161,1829914,2913314
Kansas,2022-06-04,62.817911148609454,1830083,2913314
Kansas,2022-06-05,62.821172039814456,1830178,2913314
Kansas,2022-06-06,62.83153824132929,1830480,2913314
Kansas,2022-06-07,62.84183579250298,1830780,2913314
Kansas,2022-06-08,62.85172144162971,1831068,2913314
Kansas,2022-06-09,62.86198466763281,1831367,2913314
Kansas,2022-06-10,62.8722478936359,1831666,2913314
Kansas,2022-06-11,62.87616096308191,1831780,2913314
Kansas,2022-06-12,62.87921590326343,1831869,2913314
Kansas,2022-06-13,62.88834639863743,1832135,2913314
Kansas,2022-06-14,62.89836934844648,1832427,2913314
Kansas,2022-06-15,62.90688199075005,1832675,2913314
Kansas,2022-06-16,62.918415248064576,1833011,2913314
Kansas,2022-06-17,62.92857549855594,1833307,2913314
Kansas,2022-06-18,62.93286614487831,1833432,2913314
Kansas,2022-06-19,62.93523458164826,1833501,2913314
Kansas,2022-06-20,62.94213394093462,1833702,2913314
Kansas,2022-06-21,62.95140173699093,1833972,2913314
Kansas,2022-06-22,62.96097845958245,1834251,2913314
Kansas,2022-06-23,62.97010895495645,1834517,2913314
Kansas,2022-06-24,62.9811273347123,1834838,2913314
Kansas,2022-06-25,62.98555528171698,1834967,2913314
Kansas,2022-06-26,62.98764911712229,1835028,2913314
Kansas,2022-06-27,62.996093109084704,1835274,2913314
Kansas,2022-06-28,63.004502775876546,1835519,2913314
Kansas,2022-06-29,63.01280946715665,1835761,2913314
Kansas,2022-06-30,63.022592140771636,1836046,2913314
Kansas,2022-07-01,63.03216886336317,1836325,2913314
Kansas,2022-07-02,63.036184908320905,1836442,2913314
Kansas,2022-07-03,63.037695215826375,1836486,2913314
Kansas,2022-07-04,63.03807279270275,1836497,2913314
Kansas,2022-07-05,63.047752490806005,1836779,2913314
Kansas,2022-07-06,63.05756948959158,1837065,2913314
Kansas,2022-07-07,63.06707756184194,1837342,2913314
Kansas,2022-07-08,63.079812200126725,1837713,2913314
Kansas,2022-07-09,63.08427447230199,1837843,2913314
Kansas,2022-07-10,63.086642909071934,1837912,2913314
Kansas,2022-07-11,63.09611665615172,1838188,2913314
Kansas,2022-07-12,63.10617393113135,1838481,2913314
Kansas,2022-07-13,63.11729528639892,1838805,2913314
Kansas,2022-07-14,63.12934342127213,1839156,2913314
Kansas,2022-07-15,63.14506434939729,1839614,2913314
Kansas,2022-07-16,63.15083097805455,1839782,2913314
Kansas,2022-07-17,63.15412619443013,1839878,2913314
Kansas,2022-07-18,63.166551906179706,1840240,2913314
Kansas,2022-07-19,63.178394090029435,1840585,2913314
Kansas,2022-07-20,63.18996167251453,1840922,2913314
Kansas,2022-07-21,63.203245513528586,1841309,2913314
Kansas,2022-07-22,63.21790236136579,1841736,2913314
Kansas,2022-07-23,63.2256941750872,1841963,2913314
Kansas,2022-07-24,63.229298317997994,1842068,2913314
Kansas,2022-07-25,63.24093455082425,1842407,2913314
Kansas,2022-07-26,63.25188428023893,1842726,2913314
Kansas,2022-07-27,63.26365781374751,1843069,2913314
Kansas,2022-07-28,63.27656407788519,1843445,2913314
Kansas,2022-07-29,63.29132390123413,1843875,2913314
Kansas,2022-07-30,63.29595779926228,1844010,2913314
Kansas,2022-07-31,63.29815461017934,1844074,2913314
Kansas,2022-08-01,63.30725078038275,1844339,2913314
Kansas,2022-08-02,63.31898998872075,1844681,2913314
Kansas,2022-08-03,63.330729197058744,1845023,2913314
Kansas,2022-08-04,63.34281165710253,1845375,2913314
Kansas,2022-08-05,63.35468816612284,1845721,2913314
Kansas,2022-08-06,63.35870421108057,1845838,2913314
Kansas,2022-08-07,63.36141589955632,1845917,2913314
Kansas,2022-08-08,63.37239995414157,1846237,2913314
Kansas,2022-08-09,63.38372726043262,1846567,2913314
Kansas,2022-08-10,63.39357858438878,1846854,2913314
Kansas,2022-08-11,63.40490589067982,1847184,2913314
Kansas,2022-08-12,63.416576448676665,1847524,2913314
Kansas,2022-08-13,63.42052384329324,1847639,2913314
Kansas,2022-08-14,63.42275497938087,1847704,2913314
Kansas,2022-08-15,63.43195412509603,1847972,2913314
Kansas,2022-08-16,63.44087866944654,1848232,2913314
Kansas,2022-08-17,63.450352416526336,1848508,2913314
Kansas,2022-08-18,63.45889938400049,1848757,2913314
Kansas,2022-08-19,63.46909395966244,1849054,2913314
Kansas,2022-08-20,63.47214889984396,1849143,2913314
Kansas,2022-08-21,63.47400245905522,1849197,2913314
Kansas,2022-08-22,63.480352615612325,1849382,2913314
Kansas,2022-08-23,63.48687439802232,1849572,2913314
Kansas,2022-08-24,63.4949064879378,1849806,2913314
Kansas,2022-08-25,63.502217749271104,1850019,2913314
Kansas,2022-08-26,63.510627416062945,1850264,2913314
Kansas,2022-08-27,63.51440318482663,1850374,2913314
Kansas,2022-08-28,63.51611944335558,1850424,2913314
Kansas,2022-08-29,63.52181742167168,1850590,2913314
Kansas,2022-08-30,63.52854515510514,1850786,2913314
Kansas,2022-08-31,63.53472368580936,1850966,2913314
Kansas,2022-09-01,63.541142492707614,1851153,2913314
Kansas,2022-09-02,63.548797005746714,1851376,2913314
Kansas,2022-09-03,63.550547589446246,1851427,2913314
Kansas,2022-09-04,63.55185194592825,1851465,2913314
Kansas,2022-09-05,63.552195197634035,1851475,2913314
Kansas,2022-09-06,63.56050188891413,1851717,2913314
Kansas,2022-09-07,63.570799440087825,1852017,2913314
Kansas,2022-09-08,63.58552493826618,1852446,2913314
Kansas,2022-09-09,63.59877445410965,1852832,2913314
Kansas,2022-09-10,63.62228719595622,1853517,2913314
Kansas,2022-09-11,63.626543517108004,1853641,2913314
Kansas,2022-09-12,63.63944978124568,1854017,2913314
Kansas,2022-09-13,63.65249334606568,1854397,2913314
Kansas,2022-09-14,63.66769939663215,1854840,2913314
Kansas,2022-09-15,63.684312779192354,1855324,2913314
Kansas,2022-09-16,63.70281404613441,1855863,2913314
Kansas,2022-09-17,63.710022331955976,1856073,2913314
Kansas,2022-09-18,63.714484604131236,1856203,2913314
Kansas,2022-09-19,63.72948470367423,1856640,2913314
Kansas,2022-09-20,63.74626971208733,1857129,2913314
Kansas,2022-09-21,63.762059290553644,1857589,2913314
Kansas,2022-09-22,63.78093813437206,1858139,2913314
Kansas,2022-09-23,63.80246001632505,1858766,2913314
Kansas,2022-09-24,63.820995608437684,1859306,2913314
Kansas,2022-09-25,63.82562950646583,1859441,2913314
Kansas,2022-09-26,63.84090420737346,1859886,2913314
Kansas,2022-09-27,63.85734596408077,1860365,2913314
Kansas,2022-09-28,63.874268273176185,1860858,2913314
Kansas,2022-09-29,63.893009816312286,1861404,2913314
Kansas,2022-09-30,63.91466899894759,1862035,2913314
Kansas,2022-10-01,63.92266676369248,1862268,2913314
Kansas,2022-10-02,63.92726633655006,1862402,2913314
Kansas,2022-10-03,63.94363944291621,1862879,2913314
Kansas,2022-10-04,63.96059607718221,1863373,2913314
Kansas,2022-10-05,63.97940627065947,1863921,2913314
Kansas,2022-10-06,63.99969244647161,1864512,2913314
Kansas,2022-10-07,64.01997862228377,1865103,2913314
Kansas,2022-10-08,64.02849126458734,1865351,2913314
Kansas,2022-10-09,64.03439519392691,1865523,2913314
Kansas,2022-10-10,64.05210698194564,1866039,2913314
Kansas,2022-10-11,64.06975011962321,1866553,2913314
Kansas,2022-10-12,64.0886976137828,1867105,2913314
Kansas,2022-10-13,64.10534532151357,1867590,2913314
Kansas,2022-10-14,64.12394956396736,1868132,2913314
Kansas,2022-10-15,64.13249653144152,1868381,2913314
Kansas,2022-10-16,64.13651257639926,1868498,2913314
Kansas,2022-10-17,64.14660417654946,1868792,2913314
Kansas,2022-10-18,64.14663850172003,1868793,2913314
Kansas,2022-10-19,NA,NA,2913314
Kansas,2022-10-20,NA,NA,2913314
Kansas,2022-10-21,NA,NA,2913314
Kansas,2022-10-22,NA,NA,2913314
Kansas,2022-10-23,NA,NA,2913314
Kansas,2022-10-24,NA,NA,2913314
Kansas,2022-10-25,NA,NA,2913314
Kansas,2022-10-26,NA,NA,2913314
Nevada,2020-01-02,NA,NA,3080156
Nevada,2020-01-03,NA,NA,3080156
Nevada,2020-01-04,NA,NA,3080156
Nevada,2020-01-05,NA,NA,3080156
Nevada,2020-01-06,NA,NA,3080156
Nevada,2020-01-24,NA,NA,3080156
Nevada,2020-01-25,NA,NA,3080156
Nevada,2020-01-26,NA,NA,3080156
